char	count	code	unicode_hex	name	script	cat	bytes	bidi	combining	eaw	mirrored
ᾆ	10	8070	1F86	GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI	Greek	Ll	3	L	0	N	0
巣	10	24035	5DE3	CJK UNIFIED IDEOGRAPH-5DE3	Han	Lo	3	L	0	W	0
優	10	20778	512A	CJK UNIFIED IDEOGRAPH-512A	Han	Lo	3	L	0	W	0
撃	10	25731	6483	CJK UNIFIED IDEOGRAPH-6483	Han	Lo	3	L	0	W	0
厳	10	21427	53B3	CJK UNIFIED IDEOGRAPH-53B3	Han	Lo	3	L	0	W	0
営	10	21942	55B6	CJK UNIFIED IDEOGRAPH-55B6	Han	Lo	3	L	0	W	0
ൎ	10	3406	D4E	MALAYALAM LETTER DOT REPH	Malayalam	Lo	3	L	0	N	0
Ț	10	538	21A	LATIN CAPITAL LETTER T WITH COMMA BELOW	Latin	Lu	2	L	0	N	0
ఝ	10	3101	C1D	TELUGU LETTER JHA	Telugu	Lo	3	L	0	N	0
⅕	9	8533	2155	VULGAR FRACTION ONE FIFTH	Common	No	3	ON	0	N	0
鲜	9	40092	9C9C	CJK UNIFIED IDEOGRAPH-9C9C	Han	Lo	3	L	0	W	0
吴	9	21556	5434	CJK UNIFIED IDEOGRAPH-5434	Han	Lo	3	L	0	W	0
甥	9	29989	7525	CJK UNIFIED IDEOGRAPH-7525	Han	Lo	3	L	0	W	0
棺	9	26874	68FA	CJK UNIFIED IDEOGRAPH-68FA	Han	Lo	3	L	0	W	0
铅	9	38085	94C5	CJK UNIFIED IDEOGRAPH-94C5	Han	Lo	3	L	0	W	0
颜	9	39068	989C	CJK UNIFIED IDEOGRAPH-989C	Han	Lo	3	L	0	W	0
烙	9	28889	70D9	CJK UNIFIED IDEOGRAPH-70D9	Han	Lo	3	L	0	W	0
撑	9	25745	6491	CJK UNIFIED IDEOGRAPH-6491	Han	Lo	3	L	0	W	0
纺	9	32442	7EBA	CJK UNIFIED IDEOGRAPH-7EBA	Han	Lo	3	L	0	W	0
蓬	9	34028	84EC	CJK UNIFIED IDEOGRAPH-84EC	Han	Lo	3	L	0	W	0
癣	9	30307	7663	CJK UNIFIED IDEOGRAPH-7663	Han	Lo	3	L	0	W	0
筒	9	31570	7B52	CJK UNIFIED IDEOGRAPH-7B52	Han	Lo	3	L	0	W	0
汉	9	27721	6C49	CJK UNIFIED IDEOGRAPH-6C49	Han	Lo	3	L	0	W	0
淋	9	28107	6DCB	CJK UNIFIED IDEOGRAPH-6DCB	Han	Lo	3	L	0	W	0
捂	9	25410	6342	CJK UNIFIED IDEOGRAPH-6342	Han	Lo	3	L	0	W	0
募	9	21215	52DF	CJK UNIFIED IDEOGRAPH-52DF	Han	Lo	3	L	0	W	0
禄	9	31108	7984	CJK UNIFIED IDEOGRAPH-7984	Han	Lo	3	L	0	W	0
菲	9	33778	83F2	CJK UNIFIED IDEOGRAPH-83F2	Han	Lo	3	L	0	W	0
哺	9	21754	54FA	CJK UNIFIED IDEOGRAPH-54FA	Han	Lo	3	L	0	W	0
缄	9	32516	7F04	CJK UNIFIED IDEOGRAPH-7F04	Han	Lo	3	L	0	W	0
髓	9	39635	9AD3	CJK UNIFIED IDEOGRAPH-9AD3	Han	Lo	3	L	0	W	0
鄙	9	37145	9119	CJK UNIFIED IDEOGRAPH-9119	Han	Lo	3	L	0	W	0
渔	9	28180	6E14	CJK UNIFIED IDEOGRAPH-6E14	Han	Lo	3	L	0	W	0
咙	9	21657	5499	CJK UNIFIED IDEOGRAPH-5499	Han	Lo	3	L	0	W	0
锋	9	38155	950B	CJK UNIFIED IDEOGRAPH-950B	Han	Lo	3	L	0	W	0
丹	9	20025	4E39	CJK UNIFIED IDEOGRAPH-4E39	Han	Lo	3	L	0	W	0
扑	9	25169	6251	CJK UNIFIED IDEOGRAPH-6251	Han	Lo	3	L	0	W	0
策	9	31574	7B56	CJK UNIFIED IDEOGRAPH-7B56	Han	Lo	3	L	0	W	0
爸	9	29240	7238	CJK UNIFIED IDEOGRAPH-7238	Han	Lo	3	L	0	W	0
店	9	24215	5E97	CJK UNIFIED IDEOGRAPH-5E97	Han	Lo	3	L	0	W	0
锭	9	38189	952D	CJK UNIFIED IDEOGRAPH-952D	Han	Lo	3	L	0	W	0
氾	9	27710	6C3E	CJK UNIFIED IDEOGRAPH-6C3E	Han	Lo	3	L	0	W	0
訂	9	35330	8A02	CJK UNIFIED IDEOGRAPH-8A02	Han	Lo	3	L	0	W	0
掙	9	25497	6399	CJK UNIFIED IDEOGRAPH-6399	Han	Lo	3	L	0	W	0
鉛	9	37467	925B	CJK UNIFIED IDEOGRAPH-925B	Han	Lo	3	L	0	W	0
幹	9	24185	5E79	CJK UNIFIED IDEOGRAPH-5E79	Han	Lo	3	L	0	W	0
紡	9	32033	7D21	CJK UNIFIED IDEOGRAPH-7D21	Han	Lo	3	L	0	W	0
癬	9	30316	766C	CJK UNIFIED IDEOGRAPH-766C	Han	Lo	3	L	0	W	0
繼	9	32380	7E7C	CJK UNIFIED IDEOGRAPH-7E7C	Han	Lo	3	L	0	W	0
繸	9	32376	7E78	CJK UNIFIED IDEOGRAPH-7E78	Han	Lo	3	L	0	W	0
撥	9	25765	64A5	CJK UNIFIED IDEOGRAPH-64A5	Han	Lo	3	L	0	W	0
衝	9	34909	885D	CJK UNIFIED IDEOGRAPH-885D	Han	Lo	3	L	0	W	0
詵	9	35445	8A75	CJK UNIFIED IDEOGRAPH-8A75	Han	Lo	3	L	0	W	0
祿	9	31103	797F	CJK UNIFIED IDEOGRAPH-797F	Han	Lo	3	L	0	W	0
瞭	9	30637	77AD	CJK UNIFIED IDEOGRAPH-77AD	Han	Lo	3	L	0	W	0
緘	9	32216	7DD8	CJK UNIFIED IDEOGRAPH-7DD8	Han	Lo	3	L	0	W	0
漁	9	28417	6F01	CJK UNIFIED IDEOGRAPH-6F01	Han	Lo	3	L	0	W	0
適	9	36969	9069	CJK UNIFIED IDEOGRAPH-9069	Han	Lo	3	L	0	W	0
銹	9	37561	92B9	CJK UNIFIED IDEOGRAPH-92B9	Han	Lo	3	L	0	W	0
錠	9	37664	9320	CJK UNIFIED IDEOGRAPH-9320	Han	Lo	3	L	0	W	0
沮	9	27822	6CAE	CJK UNIFIED IDEOGRAPH-6CAE	Han	Lo	3	L	0	W	0
惕	9	24789	60D5	CJK UNIFIED IDEOGRAPH-60D5	Han	Lo	3	L	0	W	0
歧	9	27495	6B67	CJK UNIFIED IDEOGRAPH-6B67	Han	Lo	3	L	0	W	0
ቅ	9	4677	1245	ETHIOPIC SYLLABLE QE	Ethiopic	Lo	3	L	0	N	0
ῢ	9	8162	1FE2	GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA	Greek	Ll	3	L	0	N	0
ὂ	9	8002	1F42	GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA	Greek	Ll	3	L	0	N	0
ᾯ	9	8111	1FAF	GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI	Greek	Lt	3	L	0	N	0
ホ	9	12507	30DB	KATAKANA LETTER HO	Katakana	Lo	3	L	0	W	0
険	9	38522	967A	CJK UNIFIED IDEOGRAPH-967A	Han	Lo	3	L	0	W	0
暮	9	26286	66AE	CJK UNIFIED IDEOGRAPH-66AE	Han	Lo	3	L	0	W	0
闘	9	38360	95D8	CJK UNIFIED IDEOGRAPH-95D8	Han	Lo	3	L	0	W	0
ୖ	9	2902	B56	ORIYA AI LENGTH MARK	Oriya	Mn	3	NSM	0	N	0
୦	9	2918	B66	ORIYA DIGIT ZERO	Oriya	Nd	3	L	0	N	0
Ź	9	377	179	LATIN CAPITAL LETTER Z WITH ACUTE	Latin	Lu	2	L	0	N	0
Ӂ	9	1217	4C1	CYRILLIC CAPITAL LETTER ZHE WITH BREVE	Cyrillic	Lu	2	L	0	N	0
Ấ	9	7844	1EA4	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE	Latin	Lu	3	L	0	N	0
沌	8	27788	6C8C	CJK UNIFIED IDEOGRAPH-6C8C	Han	Lo	3	L	0	W	0
汗	8	27735	6C57	CJK UNIFIED IDEOGRAPH-6C57	Han	Lo	3	L	0	W	0
叼	8	21500	53FC	CJK UNIFIED IDEOGRAPH-53FC	Han	Lo	3	L	0	W	0
鸷	8	40503	9E37	CJK UNIFIED IDEOGRAPH-9E37	Han	Lo	3	L	0	W	0
镯	8	38255	956F	CJK UNIFIED IDEOGRAPH-956F	Han	Lo	3	L	0	W	0
俸	8	20472	4FF8	CJK UNIFIED IDEOGRAPH-4FF8	Han	Lo	3	L	0	W	0
褂	8	35074	8902	CJK UNIFIED IDEOGRAPH-8902	Han	Lo	3	L	0	W	0
拢	8	25314	62E2	CJK UNIFIED IDEOGRAPH-62E2	Han	Lo	3	L	0	W	0
楣	8	26979	6963	CJK UNIFIED IDEOGRAPH-6963	Han	Lo	3	L	0	W	0
铃	8	38083	94C3	CJK UNIFIED IDEOGRAPH-94C3	Han	Lo	3	L	0	W	0
铛	8	38107	94DB	CJK UNIFIED IDEOGRAPH-94DB	Han	Lo	3	L	0	W	0
跨	8	36328	8DE8	CJK UNIFIED IDEOGRAPH-8DE8	Han	Lo	3	L	0	W	0
霎	8	38670	970E	CJK UNIFIED IDEOGRAPH-970E	Han	Lo	3	L	0	W	0
鏊	8	37834	93CA	CJK UNIFIED IDEOGRAPH-93CA	Han	Lo	3	L	0	W	0
脊	8	33034	810A	CJK UNIFIED IDEOGRAPH-810A	Han	Lo	3	L	0	W	0
瓣	8	29923	74E3	CJK UNIFIED IDEOGRAPH-74E3	Han	Lo	3	L	0	W	0
亥	8	20133	4EA5	CJK UNIFIED IDEOGRAPH-4EA5	Han	Lo	3	L	0	W	0
胀	8	32960	80C0	CJK UNIFIED IDEOGRAPH-80C0	Han	Lo	3	L	0	W	0
缚	8	32538	7F1A	CJK UNIFIED IDEOGRAPH-7F1A	Han	Lo	3	L	0	W	0
巢	8	24034	5DE2	CJK UNIFIED IDEOGRAPH-5DE2	Han	Lo	3	L	0	W	0
贷	8	36151	8D37	CJK UNIFIED IDEOGRAPH-8D37	Han	Lo	3	L	0	W	0
涯	8	28079	6DAF	CJK UNIFIED IDEOGRAPH-6DAF	Han	Lo	3	L	0	W	0
夙	8	22809	5919	CJK UNIFIED IDEOGRAPH-5919	Han	Lo	3	L	0	W	0
夹	8	22841	5939	CJK UNIFIED IDEOGRAPH-5939	Han	Lo	3	L	0	W	0
隘	8	38552	9698	CJK UNIFIED IDEOGRAPH-9698	Han	Lo	3	L	0	W	0
靶	8	38774	9776	CJK UNIFIED IDEOGRAPH-9776	Han	Lo	3	L	0	W	0
锯	8	38191	952F	CJK UNIFIED IDEOGRAPH-952F	Han	Lo	3	L	0	W	0
哗	8	21719	54D7	CJK UNIFIED IDEOGRAPH-54D7	Han	Lo	3	L	0	W	0
晴	8	26228	6674	CJK UNIFIED IDEOGRAPH-6674	Han	Lo	3	L	0	W	0
坎	8	22350	574E	CJK UNIFIED IDEOGRAPH-574E	Han	Lo	3	L	0	W	0
嬉	8	23305	5B09	CJK UNIFIED IDEOGRAPH-5B09	Han	Lo	3	L	0	W	0
贯	8	36143	8D2F	CJK UNIFIED IDEOGRAPH-8D2F	Han	Lo	3	L	0	W	0
澎	8	28558	6F8E	CJK UNIFIED IDEOGRAPH-6F8E	Han	Lo	3	L	0	W	0
湃	8	28227	6E43	CJK UNIFIED IDEOGRAPH-6E43	Han	Lo	3	L	0	W	0
咽	8	21693	54BD	CJK UNIFIED IDEOGRAPH-54BD	Han	Lo	3	L	0	W	0
履	8	23653	5C65	CJK UNIFIED IDEOGRAPH-5C65	Han	Lo	3	L	0	W	0
沧	8	27815	6CA7	CJK UNIFIED IDEOGRAPH-6CA7	Han	Lo	3	L	0	W	0
翎	8	32718	7FCE	CJK UNIFIED IDEOGRAPH-7FCE	Han	Lo	3	L	0	W	0
瞪	8	30634	77AA	CJK UNIFIED IDEOGRAPH-77AA	Han	Lo	3	L	0	W	0
旌	8	26060	65CC	CJK UNIFIED IDEOGRAPH-65CC	Han	Lo	3	L	0	W	0
岔	8	23700	5C94	CJK UNIFIED IDEOGRAPH-5C94	Han	Lo	3	L	0	W	0
侯	8	20399	4FAF	CJK UNIFIED IDEOGRAPH-4FAF	Han	Lo	3	L	0	W	0
燕	8	29141	71D5	CJK UNIFIED IDEOGRAPH-71D5	Han	Lo	3	L	0	W	0
泳	8	27891	6CF3	CJK UNIFIED IDEOGRAPH-6CF3	Han	Lo	3	L	0	W	0
崎	8	23822	5D0E	CJK UNIFIED IDEOGRAPH-5D0E	Han	Lo	3	L	0	W	0
钝	8	38045	949D	CJK UNIFIED IDEOGRAPH-949D	Han	Lo	3	L	0	W	0
畦	8	30054	7566	CJK UNIFIED IDEOGRAPH-7566	Han	Lo	3	L	0	W	0
艺	8	33402	827A	CJK UNIFIED IDEOGRAPH-827A	Han	Lo	3	L	0	W	0
澄	8	28548	6F84	CJK UNIFIED IDEOGRAPH-6F84	Han	Lo	3	L	0	W	0
闺	8	38394	95FA	CJK UNIFIED IDEOGRAPH-95FA	Han	Lo	3	L	0	W	0
忤	8	24548	5FE4	CJK UNIFIED IDEOGRAPH-5FE4	Han	Lo	3	L	0	W	0
琵	8	29749	7435	CJK UNIFIED IDEOGRAPH-7435	Han	Lo	3	L	0	W	0
琶	8	29750	7436	CJK UNIFIED IDEOGRAPH-7436	Han	Lo	3	L	0	W	0
薅	8	34181	8585	CJK UNIFIED IDEOGRAPH-8585	Han	Lo	3	L	0	W	0
髅	8	39621	9AC5	CJK UNIFIED IDEOGRAPH-9AC5	Han	Lo	3	L	0	W	0
拷	8	25335	62F7	CJK UNIFIED IDEOGRAPH-62F7	Han	Lo	3	L	0	W	0
妮	8	22958	59AE	CJK UNIFIED IDEOGRAPH-59AE	Han	Lo	3	L	0	W	0
滩	8	28393	6EE9	CJK UNIFIED IDEOGRAPH-6EE9	Han	Lo	3	L	0	W	0
吳	8	21555	5433	CJK UNIFIED IDEOGRAPH-5433	Han	Lo	3	L	0	W	0
鷙	8	40409	9DD9	CJK UNIFIED IDEOGRAPH-9DD9	Han	Lo	3	L	0	W	0
鐲	8	37938	9432	CJK UNIFIED IDEOGRAPH-9432	Han	Lo	3	L	0	W	0
騙	8	39449	9A19	CJK UNIFIED IDEOGRAPH-9A19	Han	Lo	3	L	0	W	0
斬	8	26028	65AC	CJK UNIFIED IDEOGRAPH-65AC	Han	Lo	3	L	0	W	0
顏	8	38991	984F	CJK UNIFIED IDEOGRAPH-984F	Han	Lo	3	L	0	W	0
稟	8	31263	7A1F	CJK UNIFIED IDEOGRAPH-7A1F	Han	Lo	3	L	0	W	0
鈴	8	37428	9234	CJK UNIFIED IDEOGRAPH-9234	Han	Lo	3	L	0	W	0
鐺	8	37946	943A	CJK UNIFIED IDEOGRAPH-943A	Han	Lo	3	L	0	W	0
鵰	8	40304	9D70	CJK UNIFIED IDEOGRAPH-9D70	Han	Lo	3	L	0	W	0
噴	8	22132	5674	CJK UNIFIED IDEOGRAPH-5674	Han	Lo	3	L	0	W	0
讟	8	35743	8B9F	CJK UNIFIED IDEOGRAPH-8B9F	Han	Lo	3	L	0	W	0
狹	8	29433	72F9	CJK UNIFIED IDEOGRAPH-72F9	Han	Lo	3	L	0	W	0
曬	8	26348	66EC	CJK UNIFIED IDEOGRAPH-66EC	Han	Lo	3	L	0	W	0
洩	8	27945	6D29	CJK UNIFIED IDEOGRAPH-6D29	Han	Lo	3	L	0	W	0
夾	8	22846	593E	CJK UNIFIED IDEOGRAPH-593E	Han	Lo	3	L	0	W	0
鑰	8	38000	9470	CJK UNIFIED IDEOGRAPH-9470	Han	Lo	3	L	0	W	0
腦	8	33126	8166	CJK UNIFIED IDEOGRAPH-8166	Han	Lo	3	L	0	W	0
摀	8	25664	6440	CJK UNIFIED IDEOGRAPH-6440	Han	Lo	3	L	0	W	0
鋸	8	37624	92F8	CJK UNIFIED IDEOGRAPH-92F8	Han	Lo	3	L	0	W	0
嘩	8	22057	5629	CJK UNIFIED IDEOGRAPH-5629	Han	Lo	3	L	0	W	0
滄	8	28356	6EC4	CJK UNIFIED IDEOGRAPH-6EC4	Han	Lo	3	L	0	W	0
鈍	8	37389	920D	CJK UNIFIED IDEOGRAPH-920D	Han	Lo	3	L	0	W	0
閨	8	38312	95A8	CJK UNIFIED IDEOGRAPH-95A8	Han	Lo	3	L	0	W	0
萎	8	33806	840E	CJK UNIFIED IDEOGRAPH-840E	Han	Lo	3	L	0	W	0
怖	8	24598	6016	CJK UNIFIED IDEOGRAPH-6016	Han	Lo	3	L	0	W	0
殊	8	27530	6B8A	CJK UNIFIED IDEOGRAPH-6B8A	Han	Lo	3	L	0	W	0
ʔ	8	660	294	LATIN LETTER GLOTTAL STOP	Latin	Lo	2	L	0	N	0
ﬁ	8	64257	FB01	LATIN SMALL LIGATURE FI	Latin	Ll	3	L	0	N	0
廃	8	24259	5EC3	CJK UNIFIED IDEOGRAPH-5EC3	Han	Lo	3	L	0	W	0
［	8	65339	FF3B	FULLWIDTH LEFT SQUARE BRACKET	Common	Ps	3	ON	0	F	1
］	8	65341	FF3D	FULLWIDTH RIGHT SQUARE BRACKET	Common	Pe	3	ON	0	F	1
沈	8	27784	6C88	CJK UNIFIED IDEOGRAPH-6C88	Han	Lo	3	L	0	W	0
砕	8	30741	7815	CJK UNIFIED IDEOGRAPH-7815	Han	Lo	3	L	0	W	0
経	8	32076	7D4C	CJK UNIFIED IDEOGRAPH-7D4C	Han	Lo	3	L	0	W	0
歓	8	27475	6B53	CJK UNIFIED IDEOGRAPH-6B53	Han	Lo	3	L	0	W	0
効	8	21177	52B9	CJK UNIFIED IDEOGRAPH-52B9	Han	Lo	3	L	0	W	0
ィ	8	12451	30A3	KATAKANA LETTER SMALL I	Katakana	Lo	3	L	0	W	0
鋭	8	37613	92ED	CJK UNIFIED IDEOGRAPH-92ED	Han	Lo	3	L	0	W	0
箫	7	31659	7BAB	CJK UNIFIED IDEOGRAPH-7BAB	Han	Lo	3	L	0	W	0
宠	7	23456	5BA0	CJK UNIFIED IDEOGRAPH-5BA0	Han	Lo	3	L	0	W	0
殓	7	27539	6B93	CJK UNIFIED IDEOGRAPH-6B93	Han	Lo	3	L	0	W	0
缓	7	32531	7F13	CJK UNIFIED IDEOGRAPH-7F13	Han	Lo	3	L	0	W	0
钢	7	38050	94A2	CJK UNIFIED IDEOGRAPH-94A2	Han	Lo	3	L	0	W	0
裤	7	35044	88E4	CJK UNIFIED IDEOGRAPH-88E4	Han	Lo	3	L	0	W	0
绺	7	32506	7EFA	CJK UNIFIED IDEOGRAPH-7EFA	Han	Lo	3	L	0	W	0
删	7	21024	5220	CJK UNIFIED IDEOGRAPH-5220	Han	Lo	3	L	0	W	0
娈	7	23048	5A08	CJK UNIFIED IDEOGRAPH-5A08	Han	Lo	3	L	0	W	0
匣	7	21283	5323	CJK UNIFIED IDEOGRAPH-5323	Han	Lo	3	L	0	W	0
轴	7	36724	8F74	CJK UNIFIED IDEOGRAPH-8F74	Han	Lo	3	L	0	W	0
蹈	7	36424	8E48	CJK UNIFIED IDEOGRAPH-8E48	Han	Lo	3	L	0	W	0
泼	7	27900	6CFC	CJK UNIFIED IDEOGRAPH-6CFC	Han	Lo	3	L	0	W	0
耸	7	32824	8038	CJK UNIFIED IDEOGRAPH-8038	Han	Lo	3	L	0	W	0
梳	7	26803	68B3	CJK UNIFIED IDEOGRAPH-68B3	Han	Lo	3	L	0	W	0
贩	7	36137	8D29	CJK UNIFIED IDEOGRAPH-8D29	Han	Lo	3	L	0	W	0
颁	7	39041	9881	CJK UNIFIED IDEOGRAPH-9881	Han	Lo	3	L	0	W	0
鳄	7	40132	9CC4	CJK UNIFIED IDEOGRAPH-9CC4	Han	Lo	3	L	0	W	0
秕	7	31189	79D5	CJK UNIFIED IDEOGRAPH-79D5	Han	Lo	3	L	0	W	0
镣	7	38243	9563	CJK UNIFIED IDEOGRAPH-9563	Han	Lo	3	L	0	W	0
呕	7	21589	5455	CJK UNIFIED IDEOGRAPH-5455	Han	Lo	3	L	0	W	0
握	7	25569	63E1	CJK UNIFIED IDEOGRAPH-63E1	Han	Lo	3	L	0	W	0
陡	7	38497	9661	CJK UNIFIED IDEOGRAPH-9661	Han	Lo	3	L	0	W	0
胁	7	32961	80C1	CJK UNIFIED IDEOGRAPH-80C1	Han	Lo	3	L	0	W	0
豪	7	35946	8C6A	CJK UNIFIED IDEOGRAPH-8C6A	Han	Lo	3	L	0	W	0
桨	7	26728	6868	CJK UNIFIED IDEOGRAPH-6868	Han	Lo	3	L	0	W	0
陆	7	38470	9646	CJK UNIFIED IDEOGRAPH-9646	Han	Lo	3	L	0	W	0
仑	7	20177	4ED1	CJK UNIFIED IDEOGRAPH-4ED1	Han	Lo	3	L	0	W	0
甦	7	29990	7526	CJK UNIFIED IDEOGRAPH-7526	Han	Lo	3	L	0	W	0
殮	7	27566	6BAE	CJK UNIFIED IDEOGRAPH-6BAE	Han	Lo	3	L	0	W	0
鋼	7	37628	92FC	CJK UNIFIED IDEOGRAPH-92FC	Han	Lo	3	L	0	W	0
褲	7	35122	8932	CJK UNIFIED IDEOGRAPH-8932	Han	Lo	3	L	0	W	0
綹	7	32185	7DB9	CJK UNIFIED IDEOGRAPH-7DB9	Han	Lo	3	L	0	W	0
孌	7	23372	5B4C	CJK UNIFIED IDEOGRAPH-5B4C	Han	Lo	3	L	0	W	0
軸	7	36600	8EF8	CJK UNIFIED IDEOGRAPH-8EF8	Han	Lo	3	L	0	W	0
弔	7	24340	5F14	CJK UNIFIED IDEOGRAPH-5F14	Han	Lo	3	L	0	W	0
棟	7	26847	68DF	CJK UNIFIED IDEOGRAPH-68DF	Han	Lo	3	L	0	W	0
餽	7	39229	993D	CJK UNIFIED IDEOGRAPH-993D	Han	Lo	3	L	0	W	0
聳	7	32883	8073	CJK UNIFIED IDEOGRAPH-8073	Han	Lo	3	L	0	W	0
詔	7	35412	8A54	CJK UNIFIED IDEOGRAPH-8A54	Han	Lo	3	L	0	W	0
鱷	7	40055	9C77	CJK UNIFIED IDEOGRAPH-9C77	Han	Lo	3	L	0	W	0
詷	7	35447	8A77	CJK UNIFIED IDEOGRAPH-8A77	Han	Lo	3	L	0	W	0
嚨	7	22184	56A8	CJK UNIFIED IDEOGRAPH-56A8	Han	Lo	3	L	0	W	0
針	7	37341	91DD	CJK UNIFIED IDEOGRAPH-91DD	Han	Lo	3	L	0	W	0
忏	7	24527	5FCF	CJK UNIFIED IDEOGRAPH-5FCF	Han	Lo	3	L	0	W	0
沃	7	27779	6C83	CJK UNIFIED IDEOGRAPH-6C83	Han	Lo	3	L	0	W	0
佃	7	20291	4F43	CJK UNIFIED IDEOGRAPH-4F43	Han	Lo	3	L	0	W	0
剧	7	21095	5267	CJK UNIFIED IDEOGRAPH-5267	Han	Lo	3	L	0	W	0
簇	7	31751	7C07	CJK UNIFIED IDEOGRAPH-7C07	Han	Lo	3	L	0	W	0
芒	7	33426	8292	CJK UNIFIED IDEOGRAPH-8292	Han	Lo	3	L	0	W	0
《	7	12298	300A	LEFT DOUBLE ANGLE BRACKET	Common	Ps	3	ON	0	W	1
》	7	12299	300B	RIGHT DOUBLE ANGLE BRACKET	Common	Pe	3	ON	0	W	1
腕	7	33109	8155	CJK UNIFIED IDEOGRAPH-8155	Han	Lo	3	L	0	W	0
朗	7	26391	6717	CJK UNIFIED IDEOGRAPH-6717	Han	Lo	3	L	0	W	0
优	7	20248	4F18	CJK UNIFIED IDEOGRAPH-4F18	Han	Lo	3	L	0	W	0
秩	7	31209	79E9	CJK UNIFIED IDEOGRAPH-79E9	Han	Lo	3	L	0	W	0
译	7	35793	8BD1	CJK UNIFIED IDEOGRAPH-8BD1	Han	Lo	3	L	0	W	0
Ǿ	7	510	1FE	LATIN CAPITAL LETTER O WITH STROKE AND ACUTE	Latin	Lu	2	L	0	N	0
ボ	7	12508	30DC	KATAKANA LETTER BO	Katakana	Lo	3	L	0	W	0
ヒ	7	12498	30D2	KATAKANA LETTER HI	Katakana	Lo	3	L	0	W	0
砂	7	30722	7802	CJK UNIFIED IDEOGRAPH-7802	Han	Lo	3	L	0	W	0
ゃ	7	12419	3083	HIRAGANA LETTER SMALL YA	Hiragana	Lo	3	L	0	W	0
ዥ	7	4837	12E5	ETHIOPIC SYLLABLE ZHE	Ethiopic	Lo	3	L	0	N	0
Ḁ	7	7680	1E00	LATIN CAPITAL LETTER A WITH RING BELOW	Latin	Lu	3	L	0	N	0
݁	6	1857	741	SYRIAC QUSHSHAYA	Syriac	Mn	2	NSM	230	N	0
暑	6	26257	6691	CJK UNIFIED IDEOGRAPH-6691	Han	Lo	3	L	0	W	0
霸	6	38712	9738	CJK UNIFIED IDEOGRAPH-9738	Han	Lo	3	L	0	W	0
稠	6	31264	7A20	CJK UNIFIED IDEOGRAPH-7A20	Han	Lo	3	L	0	W	0
圭	6	22317	572D	CJK UNIFIED IDEOGRAPH-572D	Han	Lo	3	L	0	W	0
迥	6	36837	8FE5	CJK UNIFIED IDEOGRAPH-8FE5	Han	Lo	3	L	0	W	0
铠	6	38112	94E0	CJK UNIFIED IDEOGRAPH-94E0	Han	Lo	3	L	0	W	0
涮	6	28078	6DAE	CJK UNIFIED IDEOGRAPH-6DAE	Han	Lo	3	L	0	W	0
蝙	6	34649	8759	CJK UNIFIED IDEOGRAPH-8759	Han	Lo	3	L	0	W	0
蝠	6	34656	8760	CJK UNIFIED IDEOGRAPH-8760	Han	Lo	3	L	0	W	0
蜢	6	34594	8722	CJK UNIFIED IDEOGRAPH-8722	Han	Lo	3	L	0	W	0
鞍	6	38797	978D	CJK UNIFIED IDEOGRAPH-978D	Han	Lo	3	L	0	W	0
瘪	6	30250	762A	CJK UNIFIED IDEOGRAPH-762A	Han	Lo	3	L	0	W	0
倭	6	20525	502D	CJK UNIFIED IDEOGRAPH-502D	Han	Lo	3	L	0	W	0
肿	6	32959	80BF	CJK UNIFIED IDEOGRAPH-80BF	Han	Lo	3	L	0	W	0
阉	6	38409	9609	CJK UNIFIED IDEOGRAPH-9609	Han	Lo	3	L	0	W	0
疆	6	30086	7586	CJK UNIFIED IDEOGRAPH-7586	Han	Lo	3	L	0	W	0
搧	6	25639	6427	CJK UNIFIED IDEOGRAPH-6427	Han	Lo	3	L	0	W	0
酿	6	37247	917F	CJK UNIFIED IDEOGRAPH-917F	Han	Lo	3	L	0	W	0
拚	6	25306	62DA	CJK UNIFIED IDEOGRAPH-62DA	Han	Lo	3	L	0	W	0
贤	6	36132	8D24	CJK UNIFIED IDEOGRAPH-8D24	Han	Lo	3	L	0	W	0
釜	6	37340	91DC	CJK UNIFIED IDEOGRAPH-91DC	Han	Lo	3	L	0	W	0
寓	6	23507	5BD3	CJK UNIFIED IDEOGRAPH-5BD3	Han	Lo	3	L	0	W	0
辎	6	36750	8F8E	CJK UNIFIED IDEOGRAPH-8F8E	Han	Lo	3	L	0	W	0
愎	6	24846	610E	CJK UNIFIED IDEOGRAPH-610E	Han	Lo	3	L	0	W	0
檐	6	27280	6A90	CJK UNIFIED IDEOGRAPH-6A90	Han	Lo	3	L	0	W	0
珞	6	29662	73DE	CJK UNIFIED IDEOGRAPH-73DE	Han	Lo	3	L	0	W	0
晷	6	26231	6677	CJK UNIFIED IDEOGRAPH-6677	Han	Lo	3	L	0	W	0
驿	6	39551	9A7F	CJK UNIFIED IDEOGRAPH-9A7F	Han	Lo	3	L	0	W	0
诏	6	35791	8BCF	CJK UNIFIED IDEOGRAPH-8BCF	Han	Lo	3	L	0	W	0
