"languageCode","translationId","languageName","languageNameInEnglish","dialect","homeDomain","title","description","Redistributable","Copyright","UpdateDate","publicationURL","OTbooks","OTchapters","OTverses","NTbooks","NTchapters","NTverses","DCbooks","DCchapters","DCverses","FCBHID","Certified","inScript","swordName","rodCode","textDirection","downloadable","font","shortTitle","PODISBN","script","sourceDate"
"txq","txq","Rote Tii","Tii","","alkitab.pw","Rote Tii Alkitab","Genesis and the New Testament in the Rote Tii language of Indonesia","True","Copyright © 2004-2011 Unit Bahasa dan Budaya","2016-06-28","http://alkitab.pw/txq/","1","50","1422","27","260","7661","0","0","0","TXQUBB","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","txq2011eb","","ltr","True","DejaVu Serif","Rote Tii Bible","978-1-5313-0786-8","Latin","2020-10-09"
"txu","txuNT","Kayapó","Kayapó","","ebible.org","Metĩndjwỳnh Kute Memã Kabẽn Ny Jarẽnh","New Testament in Kayapó (BR:txu:Kayapó)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2014-04-27","http://ebible.org/txuNT/","0","0","0","27","260","7675","0","0","0","TXUTBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","txu2012eb","","ltr","True","Gentium","Kayapó NT","978-1-5313-0666-3","Latin","2014-04-28"
"tzj","tzjE","Tz'utujil","Tz'utujil","Eastern","ebible.org","Cꞌacꞌ Chuminem","New Testament in Tz'utujil Eastern; tzj (GT:tzj:Tz'utujil)","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/tzjE/","0","0","0","27","260","7905","0","0","0","TZJEAS","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzjE2010eb","19301","ltr","True","Gentium Plus","Eastern Tz'utujil NT","978-1-5313-0667-0","Latin","2014-05-01"
"tzj","tzjNT","Tz'utujil","Tz'utujil","Western","ebible.org","Ja Cꞌacꞌa Chominem","New Testament in Tz'utujil Western; tzj (GT:tzj:Tz'utujil)","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/tzjNT/","0","0","0","27","260","7906","0","0","0","TZJWES","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzj2010eb","00374","ltr","True","Gentium Plus","Western Tz'utujil NT","978-1-5313-0668-7","Latin","2014-05-01"
"tzo","tzoNT","Tzotzil","Tzotzil","Huixtan","ebible.org","Jaʼ ti achʼ Testamento: jaʼ scʼopilal ti Jesucristoe jaʼ ti Jcoltavanej cuʼuntique","New Testament in Tzotzil Huixtan; tzo (MX:tzo:Tzotzil)","True","Copyright © 1995 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/tzoNT/","0","0","0","27","260","7864","0","0","0","TZOHUI","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzoH1995eb","01204","ltr","True","Gentium Plus","Tzotzil Huixtan NT","978-1-5313-0669-4","Latin","2014-05-01"
"tzo","tzoSA","Tzotzil","Tzotzil","San Andres","ebible.org","Achʼ Testamento: Jaʼ scʼoplal ti jaʼ Cajcoltavanejtic li Cajvaltic Jesucristoe","New Testament in Tzotzil San Andres; tzo (MX:tzo:Tzotzil)","True","Copyright © 1983 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/tzoSA/","0","0","0","27","260","7795","0","0","0","TZOSAN","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzoSA1983eb","02443","ltr","True","Gentium Plus","Tzotzil San Andres NT","978-1-5313-0670-0","Latin","2014-05-01"
"tzo","tzotzc","Tzotzil de Chamula","Tzotzil","Chamula","ebible.org","TI ACHꞌ REXTOMENTO YUꞌUN TI JESUCRISTOE","The New Testament in the Chamula dialect of the Tzotzil language of  Mexico","True","Copyright © 1979, 1988, 2009 La Liga Bíblica","2016-06-21","http://ebible.org/tzotzc/","0","0","0","27","260","7943","0","0","0","TZOTZC","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzotzc2009eb","02641","ltr","True","DejaVu Serif","Tzotzil de Chamula NT","978-1-5313-0773-8","Latin","2016-06-22"
"tzo","tzotze","Tzotzil de Chenalhó","Tzotzil","Chenalhó","ebible.org","ACH' TESTAMENTO","The New Testament in the Chenalhó dialect of the Tzotzil language of Mexico","True","Copyright © 1981 La Liga Bíblica","2016-06-21","http://ebible.org/tzotze/","0","0","0","27","260","7839","0","0","0","TZOTZE","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzotze1981eb","02681","ltr","True","DejaVu Serif","Tzotzil de Chenalhó NT","978-1-5313-0774-5","Latin","2012-04-12"
"tzo","tzoZNT","Tzotzil","Tzotzil","Zinacantan","ebible.org","Sc'op riox: ja' li' yaloj ti chac' jcuxlejaltic ta sbatel osli ti cajvaltic Jesucristoe","New Testament in Tzotzil Zinacantan; tzo (MX:tzo:Tzotzil)","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/tzoZNT/","0","0","0","27","260","7807","0","0","0","TZOZIN","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","tzoZ2009eb","00060","ltr","True","Gentium Plus","Tzotzil Zinacantan NT","978-1-5313-0671-7","Latin","2014-05-01"
"ubr","ubr","Ubir","Ubir","","png.bible","God An Dura Bobaibasit Boboun","The New Testament and Genesis in the Ubir Language of Papaua New Guinea","True","Copyright © 1997, 2011 Wycliffe Bible Translators, Inc.","2012-11-26","http://png.bible/ubr/","1","50","1518","27","260","7916","0","0","0","UBRTBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ubr2011eb","","ltr","True","Gentium","Ubir Bible","978-1-5313-0672-4","Latin","2014-05-16"
"ubu","ubu-andelale","Umbu-Ungu Andelale","Umbu-Ungu","Andelale","png.bible","PULU YEMONGA UNGU KONDEMO","The New Testament in the Andelale Dialect of the Umbu-Ungu Language of Papua New Guinea","True","Copyright © 1998 Wycliffe Bible Translators, Inc.","2012-10-04","http://png.bible/ubu-andelale/","0","0","0","27","260","7703","0","0","0","UBUAND","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ubuA1998eb","17940","ltr","True","DejaVu Serif","Umbu-Ungu Andelale NT","978-1-5313-0673-1","Latin","2015-02-20"
"ubu","ubu-kala","Umbu-Ungu Kala","Umbu-Ungu","Kala","png.bible","PULU YEMONGA UNGU KONDEMO","The New Testament in the Kala Dialect of the Umbu-Ungu Language of Papua New Guinea","True","Copyright © 1995 Wycliffe Bible Translators, Inc.","2012-10-04","http://png.bible/ubu-kala/","0","0","0","27","260","7726","0","0","0","UBUKAL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ubuK1995eb","17941","ltr","True","DejaVu Serif","Umbu-Ungu Kala NT","978-1-5313-0674-8","Latin","2011-08-16"
"ubu","ubu-nopenge","Umbu-Ungu No Penge","Umbu-Ungu","No Penge","png.bible","PULU YEMONGA UNGU KONDEMO","The New Testament in the No Penge Dialect of the Umbu-Ungu Language of Papua New Guinea","True","Copyright © 1995 Wycliffe Bible Translators, Inc.","2012-01-20","http://png.bible/ubu-nopenge/","0","0","0","27","260","7725","0","0","0","UBUNOP","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ubuN1995eb","17942","ltr","True","DejaVu Serif","Umbu-Ungu No Penge NT","978-1-5313-0675-5","Latin","2011-08-16"
"udi","udi","Udi","Udi","","ebible.org","Udi Bible","Udi Scripture translation","False","Copyright © 2020 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/udi/","1","4","48","3","61","2699","0","0","0","UDIWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","udi2020eb","","ltr","True","DejaVu Serif","Udi Bible","","Latin","2020-12-01"
"udu","udu","Uduk","Uduk","","ebible.org","Gwo Ma Arumgimis","Uduk New Testament and OT Portions","True","Copyright © 2005 SIM International","2014-10-02","http://ebible.org/udu/","3","220","4538","27","260","7958","0","0","0","UDUSIM","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","udu2005eb","","ltr","True","Gentium Plus","Uduk Bible","978-1-5313-0676-2","Latin","2014-10-03"
"uig","uigara","Uyghur tili","Uyghur","","ebible.org","مۇقېددېس‭ ‬كالام (‭‬يەنگى‭ ‬يېزىق‭ ‬ )","The Holy Bible in the Uyghur language, written in Arabic script","True","Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee","2022-06-14","http://ebible.org/uigara/","39","929","22992","27","260","7833","0","0","0","UIGARA","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uigara2010eb","","rtl","True","Amiri","Uyghur Bible (arabic script)","","Latin","2022-06-14"
"uig","uigcyr","Uyghur tili","Uyghur","","ebible.org","Муқеддес Калам (кирил йезиқ)","The Holy Bible in the Uyghur language, written in Cyrillic script","True","Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee","2021-09-11","http://ebible.org/uigcyr/","39","929","22991","27","260","7833","0","0","0","UIGCYR","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uigcyr2010eb","","ltr","True","Gentium Plus","Uyghur Bible (cyrillic script)","","Latin","2021-09-12"
"uig","uiglat","Uyghur tili","Uyghur","","ebible.org","Muqeddes Kalam (latin yéziq)","The Holy Bible in the Uyghur language, written in Latin script","True","Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee","2021-09-11","http://ebible.org/uiglat/","39","929","22992","27","260","7833","0","0","0","UIGLAT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uiglat2010eb","","ltr","True","Gentium Plus","Uyghur Bible (modern latin script)","","Latin","2021-09-12"
"uig","uigpin","Uyghur tili","Uyghur","","ebible.org","Muⱪeddes Kalam (yǝngi yeziⱪ)","The Holy Bible in the Uyghur language, written in Pinyin script","True","Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee","2021-09-11","http://ebible.org/uigpin/","39","929","22991","27","260","7833","0","0","0","UIGPIN","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uigpin2010eb","","ltr","True","DejaVu Serif","Uyghur Bible (former latin script)","","Latin","2021-09-12"
"ukr","ukr1871","Українська","Ukrainian","","ebible.org","Новий Завіт. Переклад П. Куліша","The New Testament in Ukrainian, translated by P. Kulish in 1871","True","public domain","2021-10-16","http://ebible.org/ukr1871/","0","0","0","27","260","7955","0","0","0","UKRPAN","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ukr1871eb","","ltr","True","Gentium Plus","Ukrainian NT by P. Kulish","978-1-5313-0677-9","Latin","2018-12-20"
"ukr","ukr1996","Українська","Ukrainian","","ebible.org","Біблія","The Holy Bible in Ukrainian, Bob Jones University 1996","True","Copyright © 1996 Bob Jones University","2021-10-16","http://ebible.org/ukr1996/","39","929","23145","27","260","7957","0","0","0","UKR1996","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ukr1996eb","","ltr","True","Gentium Plus","Ukrainian Bible, BJU 1996","","Latin","2021-10-19"
"ukr","ukronpu","Українська","Ukranian","","ebible.org","Бібліка ® Відкрита Новий Переклад Українською","The New Testament and Psalms in Ukrainian language: Бібліка ® Відкрита Новий Переклад Українською","True","Copyright © 2022 Biblica, Inc.","2023-04-18","http://ebible.org/ukronpu/","1","150","2526","27","260","7957","0","0","0","UKRNPU","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ukronpu2022eb","","ltr","True","Gentium Plus","New Ukranian Translation NT+Psalms","","Latin","2023-04-19"
"uli","uli","Ulithian","Ulithian","","ebible.org","Bogtag we ye Tefoy","The New Testament in the Ulithian language of the Federated States of Micronesia","True","Copyright © 1995 Bible Society of Micronesia","2023-10-19","http://ebible.org/uli/","0","0","0","27","260","7911","0","0","0","ULIBSM","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uli1995eb","","ltr","True","DejaVu Serif","Ulithian NT","","Latin","2023-11-01"
"ulk","ulk","Meriam Mir","Meriam","","ebible.org","Meriam Mir Bible","Draft of portions of the Holy Bible in the Meriam Mir language of Australia","True","Copyright © 1986-1989 Wycliffe Bible Translators, Inc.","2019-09-16","http://ebible.org/ulk/","2","5","79","10","49","1069","0","0","0","ULKWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ulk1989eb","","ltr","True","DejaVu Serif","Meriam Mir Bible","","Latin","2021-11-30"
"ulk","ulk1902","Meriam Mir","Meriam","","ebible.org","Meriam Mir Bible","The Four Gospels in the Murray Island or Mer Language of Australia","True","public domain","2023-04-03","http://ebible.org/ulk1902/","0","0","0","4","89","3779","0","0","0","ULKWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ulk1902eb","","ltr","True","DejaVu Serif","Meriam Mir Bible","","Latin","2023-04-03"
"unx","unx","মুন্ডা‎ (Muɳɖa)","Munda","","ebible.org","ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଜୀନିଦ୍‌ ବାଚାନ୍‌","THe New Testament in the Munda language of India: ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଜୀନିଦ୍‌ ବାଚାନ୍‌","True","Copyright © 2020 The Word for the World International","2023-04-13","http://ebible.org/unx/","0","0","0","27","260","7958","0","0","0","UNXTWF","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","unx2020eb","","ltr","True","FreeSerif","Munda NT","","Latin","2023-04-14"
"upv","upv","Uripiv","Uripiv-Wala-Rano-Atchin","Uripiv","ebible.org","Naul On Nga Mimerr Uripiv","The New Testament in the Uripiv language of Vanuatu","True","Copyright © 1996 Wycliffe Bible Translators","2022-03-11","http://ebible.org/upv/","0","0","0","27","260","7923","0","0","0","UPVWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","upv1996eb","04722","ltr","True","DejaVu Serif","Uripiv New Testament","","Latin","2014-09-24"
"ura","uraNT","Urarina","Urarina","","ebible.org","Cana Coaunera Ere","New Testament in Urarina (PE:ura:Urarina)","True","Copyright © 2008 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/uraNT/","0","0","0","27","260","7752","0","0","0","URATBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ura2008eb","","ltr","True","Gentium","Urarina NT","978-1-5313-0678-6","Latin","2014-05-01"
"urb","urbNT","Kaapor","Kaapor","","ebible.org","Tupã Je'ẽha","New Testament in Kaapor (BR:urb:Kaapor)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2014-04-27","http://ebible.org/urbNT/","0","0","0","27","260","7751","0","0","0","URBWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urb2012eb","","ltr","True","Gentium","Kaapor NT","978-1-5313-0679-3","Latin","2014-04-28"
"urd","urd","اردو","Urdu","","ebible.org","इंडियन रिवाइज्ड वर्जन (IRV) उर्दू - 2019","The Holy Bible in the Urdu language of India: इंडियन रिवाइज्ड वर्जन (IRV) उर्दू - 2019","True","Copyright © 2019 Bridge Connectivity Solutions Pvt. Ltd.","2023-01-03","http://ebible.org/urd/","39","929","23145","27","260","7959","0","0","0","URDIRV","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urdirv2019eb","","ltr","True","FreeSerif","Urdu IRV Bible","","Latin","2023-04-19"
"urd","urdgvh","اردو","Urdu","","ebible.org","किताबे-मुक़द्दस","The Holy Bible in the Urdu language, Urdu Geo Version, Hindi Script","True","Copyright © 2019 Urdu Geo Version","2023-11-29","http://ebible.org/urdgvh/","39","929","22715","27","260","7954","0","0","0","URDGVH","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urdgvh2019eb","","ltr","True","Akshar Unicode","Urdu Geo Bible, Hindi Script","","Latin","2023-11-29"
"urd","urdgvr","Urdu","Urdu","","ebible.org","Kitab-i Muqaddas","The Holy Bible in Urdu, Urdu Geo Version, Roman Script","True","Copyright © 2019 Urdu Geo Version","2023-11-30","http://ebible.org/urdgvr/","39","929","22715","27","260","7954","0","0","0","URDGVR","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urdgvr2019eb","","ltr","True","DejaVu Serif","The Holy Bible in Urdu, Urdu Geo Version, Roman Script","","Latin","2023-11-30"
"urd","urdgvu","उर्दू","Urdu","","ebible.org","کتابِ مقدّس","The Holy Bible in Urdu, Urdu Geo Version, Urdu Script","True","Copyright © 2019 Urdu Geo Version","2022-05-06","http://ebible.org/urdgvu/","39","929","22715","27","260","7954","0","0","0","URDGVU","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urdgvu2019eb","","ltr","True","Awami Nastaliq","Urdu Geo Bible (Urdu Script)","","Latin","2022-05-04"
"uri","uri","Urim","Urim","Kalpm","png.bible","Wurkapm a Maur Wailen","Urim: Wurkapm a Maur Wailen Portions","True","Copyright © 2016 Wycliffe Bible Translators, Inc.","2021-07-12","http://png.bible/uri/","0","0","0","6","68","2487","0","0","0","URIWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uri2016eb","","ltr","True","DejaVu Serif","Urim: Wurkapm a Maur Wailen Portions","","Latin","2021-05-11"
"uro","uro","Ura","Ura","","png.bible","Ama Iaräs Na Ngät Ama Rharesbane","The New Testament in the Ura Language of Papua New Guinea","True","Copyright © 2019 Wycliffe Bible Translators, Inc.","2024-07-01","http://png.bible/uro/","0","0","0","27","260","7938","0","0","0","UROWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uro2019eb","","ltr","True","Gentium Plus","Ura NT","","Latin","2024-07-01"
"urt","urt","Urat","Urat","Yehre","png.bible","Wusyep Bwore tikin Got","The New Testament in the Urat language of Papua New Guinea","True","Copyright © 2016 Wycliffe Bible Translators, Inc.","2017-12-22","http://png.bible/urt/","0","0","0","27","260","7828","0","0","0","URTWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urt2016eb","","ltr","True","Gentium","Urat New Testament","","Latin","2021-10-19"
"urw","urw","Sob Dora","Sop","","png.bible","Profet Yonab Budi / Dora Nama Lukde Feiaga","Sop: Profet Yonab Budi / Dora Nama Lukde Feiaga (Portions)","True","Copyright © 2007, 2015 Pioneer Bible Translators","2022-06-21","http://png.bible/urw/","1","4","47","1","24","1137","0","0","0","URWPBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","urw2015eb","","ltr","True","DejaVu Serif","Sop Jonah and Luke","","Latin","2018-02-07"
"ury","ury","Orya","Orya","","ebible.org","Alap mo Ol Ëse, zëre mo zi niban de ol ziaha-en gu hup dena","Orya: Alap mo Ol Ëse, zëre mo zi niban de ol ziaha-en gu hup dena (New Testament)","False","Copyright © 2005, 2018 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/ury/","0","0","0","27","260","7763","0","0","0","URYWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","ury2018eb","","ltr","True","DejaVu Serif","Orya: Alap mo Ol Ëse, zëre mo zi niban de ol ziaha-en gu hup dena (New Testament)","","Latin","2020-12-01"
"usa","usa","Usarufa","Usarufa","","png.bible","aúgen-anona-anon-aimma","Genesis 12-22 and The New Testament in the Usarufa Language of Papua New Guinea","True","Copyright © 1980 Wycliffe Bible Translators, Inc.","2012-10-23","http://png.bible/usa/","1","11","265","27","260","7887","0","0","0","USAWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","usa1980eb","","ltr","True","Gentium","Usarufa Bible","978-1-5313-0680-9","Latin","2011-08-16"
"usp","uspNT","Uspanteko","Uspanteko","","ebible.org","Lok'laj Jyolj Kakaj Dios","New Testament in Uspanteko (GT:usp:Uspanteko)","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/uspNT/","0","0","0","27","260","7957","0","0","0","USPWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","usp2010eb","","ltr","True","Gentium","Uspanteko NT","978-1-5313-0681-6","Latin","2014-05-01"
"uvh","uvh","Urii","Uri","","png.bible","ANUTUNING MIDI TOTANGAKA INGA'NI","The New Testament in the Urii lanugage of Papua New Guinea","True","Copyright © 2016 Wycliffe Bible Translators, Inc.","2022-02-07","http://png.bible/uvh/","0","0","0","27","260","7691","0","0","0","UVHWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uvh2016eb","","ltr","True","DejaVu Serif","Urii NT","978-1-5313-0682-3","Latin","2022-02-08"
"uvl","uvl","Lote","Lote","","png.bible","Tomunga Hel Heueu Ngana","Genesis and the New Testament in the Lote Language of Papua New Guinea","True","Copyright © 2009, 2019 Wycliffe Bible Translators, Inc.","2022-11-09","http://png.bible/uvl/","0","0","0","27","260","7912","0","0","0","UVLWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","uvl2009eb","","ltr","True","Gentium","Lote Bible","978-1-5313-0683-0","Latin","2013-02-08"
"var","var","Huarijio","Huarijio","","ebible.org","Riosia Warijio Nayewani Ahpo Tisiwa Kaaweruma Tuuyewari","Huarijío: Riosia Warijio Nayewani Ahpo Tisiwa Kaaweruma Tuuyewari New Testament","False","Copyright © 2014 Wycliffe Bible Translators, Inc.","2020-11-17","http://ebible.org/var/","0","0","0","27","260","7954","0","0","0","VARWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","var2014eb","","ltr","True","DejaVu Serif","Huarijío: Riosia Warijio Nayewani Ahpo Tisiwa Kaaweruma Tuuyewari New Testament","","Latin","2020-11-18"
"vid","vid","Vidunda","Vidunda","","ebible.org","Ilagano lya Katali, Ilagano Linyale kwa Wanhu Weng’ha","The New Testament + Genesis in Vidunda","True","Copyright © 2014 Pioneer Bible Translators","2022-06-21","http://ebible.org/vid/","5","187","5851","27","260","7959","0","0","0","VIDPBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","vid2014eb","","ltr","True","Gentium","Vidunda NT+","978-1-5313-0685-4","Latin","2019-12-30"
"vie","vie1934","Tiếng Việt","Vietnamese","","ebible.org","Kinh Thánh","The Holy Bible in the Vietnamese language (1923)","True","public domain","2022-06-09","http://ebible.org/vie1934/","39","929","23145","27","260","7957","0","0","0","VIE1934","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","vie1934eb","","ltr","True","DejaVu Serif","Vietnamese Bible 1923","","Latin","2022-06-10"
"vie","vie2011","Việt","Vietnamese","","ebible.org","Thánh Kinh Bản Phổ thông","Easy Reading Verson of the Holy Bible in Vietnamese","False","Copyright © 2002, 2011 World Bible Translation Center","2013-10-29","http://ebible.org/vie2011/","39","929","23110","27","260","7934","0","0","0","VIEWTC","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","vie2011eb","","ltr","True","DejaVu Serif","Vietnamese Easy Reading Verson","978-1-5313-0821-6","Latin","2020-10-09"
"vie","vieovcb","Tiếng Việt","Tiếng Việt","","ebible.org","Biblica® Thiên Ban Kinh Thánh Hiện Đại™","Vietnamese: Biblica® Thiên Ban Kinh Thánh Hiện Đại™ (Bible)","True","Copyright © 2015 Biblica, Inc.","2021-04-12","http://ebible.org/vieovcb/","39","929","23145","27","260","7951","0","0","0","VIEVCB","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","vieovcb2015eb","","ltr","True","DejaVu Serif","Vietnamese Contemporary Bible","","Code for inherited script","2021-02-04"
"viv","viv","Iduna","Iduna","","png.bible","YAUBADA BONANA VEYAO IVAGUNA Bona Iduna","The New Testament in the Iduna Language of Papua New Guinea","True","Copyright © 1983, 2003 Wycliffe Bible Translators, Inc.","2012-11-26","http://png.bible/viv/","0","0","0","27","260","7562","0","0","0","VIVWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","viv2003eb","","ltr","True","Gentium Plus","Iduna NT","978-1-5313-0686-1","Latin","2012-11-27"
"vmy","vmyNT","Mazateco, Ayautla","Mazateco, Ayautla","","ebible.org","El Nuevo Testamento Mazateco de Ayautla","New Testament in the Ayautla Mazateco language of Mexico","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/vmyNT/","0","0","0","27","260","7959","0","0","0","VMYWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","vmy2009eb","","ltr","True","Gentium Plus","NT in Ayautla Mazateco","978-1-5313-0687-8","Latin","2014-04-30"
"waj","waj","Waffa","Waffa","","png.bible","Karaasa Yeena Rau Kioo Kuaivovee","The New Testament in the Waffa Language of Papua New Guinea","True","Copyright © 1975 Wycliffe Bible Translators, Inc.","2012-10-23","http://png.bible/waj/","0","0","0","27","260","7899","0","0","0","WAJWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","waj1975eb","","ltr","True","Gentium","Waffa NT","978-1-5313-0688-5","Latin","2011-08-16"
"wal","wal","Wolaytta","Wolaytta","","ebible.org","Wolaytta Bible","Portions of the Holy Bible in the Wolaytta language of Ethiopia","True","Copyright © 2004 SIM","2022-03-11","http://ebible.org/wal/","34","750","20040","24","219","6904","0","0","0","WALSIM","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wal2004eb","","ltr","True","Gentium Plus","Wolaytta Bible","978-1-5313-0689-2","Latin","2020-10-09"
"wap","wapNT","Wapishana","Wapishana","","ebible.org","Kaimana'o Tominkaru Paradan","New Testament in Wapishana (GY:wap:Wapishana)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/wapNT/","0","0","0","27","260","7898","0","0","0","WAPWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wap2012eb","","ltr","True","Gentium Plus","Wapishana NT","978-1-5313-0690-8","Latin","2014-05-16"
"wat","wat","Kaninuwa","Kaninuwa","","png.bible","Buk Baibel long Kaninuwa","Portions of the Holy Bible in the Kaninuwa language of Papua New Guinea","True","Copyright © 2016 Wycliffe Bible Translators, Inc.","2016-04-13","http://png.bible/wat/","3","61","959","2","44","1640","0","0","0","WATWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wat2016eb","","ltr","True","Gentium","Kaninuwa Bible","978-1-5313-0691-5","Latin","2020-10-09"
"wbi","wbi","Kivwanji","Vwanji","","ebible.org","Vwanji Bible","The New Testament in the Vwanji language of Tanzania","True","Copyright © 2020 Door43 World Mission Community","2020-11-10","http://ebible.org/wbi/","0","0","0","27","260","7953","0","0","0","WBIULB","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wbi2020eb","","ltr","True","DejaVu Serif","Vwanji NT","","Latin","2020-11-11"
"wbp","wbp","Warlpiri","Warlpiri","","ebible.org","Warlpiri Short Bible","The Shorter Bible in the Warlpiri language of Australia","True","Copyright © 2014 Wycliffe Bible Translators, Inc.","2024-07-01","http://ebible.org/wbp/","9","215","2683","27","260","7488","0","0","0","WBPWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wbp2014eb","","ltr","True","DejaVu Serif","Warlpiri Bible","","Latin","2024-07-01"
"wed","wed","Wedau","Wedau","","png.bible","Wedau Mark","The Gospel of Mark in the Wedau Language of Papua New Guinea","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2017-08-30","http://png.bible/wed/","28","229","2464","2","44","1638","0","0","0","WEDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wedW2010eb","","ltr","True","Gentium","Wedau Mark","978-1-5313-0692-2","Latin","2020-10-09"
